Ano,Semana,Precipitacao,TempMaxima,TempMinima,Insolacao,Evaporacao,TempMedia,Umidade,VelVento,Infectados
2015,34,0.00,257.70,148.50,72.00,89.80,195.92,399.00,8.17,0
2015,35,0.00,258.90,149.10,70.80,89.10,194.50,422.25,13.30,0
2015,36,0.00,255.90,155.70,57.80,79.70,194.34,442.50,9.10,0
2015,37,0.00,257.60,154.20,68.20,95.10,197.32,410.50,11.50,0
2015,38,0.00,257.80,154.60,69.80,91.60,197.08,405.00,11.97,0
2015,39,0.00,257.70,148.90,64.70,101.00,195.74,397.00,14.50,0
2015,40,0.00,260.50,152.80,65.80,99.20,197.68,385.25,9.50,0
2015,41,0.00,260.20,159.30,66.60,104.70,199.84,403.75,13.73,0
2015,42,0.00,262.90,158.00,69.70,108.10,202.50,354.75,15.00,0
2015,43,0.00,264.20,154.90,71.40,101.00,199.40,388.50,11.07,0
2015,44,0.00,255.50,150.50,60.80,99.50,195.78,374.75,12.40,0
2015,45,0.00,263.80,153.30,75.80,103.10,200.50,358.50,10.73,0
2015,46,0.00,259.20,160.30,61.50,92.10,198.22,389.50,8.97,0
2015,47,0.00,266.10,152.20,74.60,102.90,201.02,379.50,10.90,0
2015,48,0.00,264.20,157.00,67.10,94.90,201.04,392.00,7.27,0
2015,49,0.00,265.20,162.00,74.20,109.50,204.56,420.50,14.00,0
2015,50,0.00,264.20,159.00,65.90,83.90,203.12,447.00,13.25,0
2015,51,0.60,262.30,161.70,60.30,91.70,203.44,461.00,12.25,0
2015,52,0.70,260.30,162.80,64.80,89.50,203.44,426.00,12.50,0
2015,53,5.10,180.90,117.50,33.10,66.80,145.02,292.00,6.58,2
2016,1,0.00,72.50,49.70,9.20,23.80,58.44,124.25,2.67,0
2016,2,63.40,239.80,170.30,38.80,67.30,195.50,515.50,9.93,5
2016,3,10.90,240.00,165.60,51.40,51.10,197.12,479.25,8.27,2
2016,4,103.10,212.30,162.90,18.50,23.60,181.46,595.75,4.53,6
2016,5,38.20,218.00,160.50,37.40,24.20,184.44,556.25,4.93,7
2016,6,69.10,213.80,154.60,28.80,21.20,178.56,608.50,3.37,6
2016,7,1.80,231.50,156.80,60.20,30.30,188.48,549.50,6.77,10
2016,8,5.70,228.20,157.30,45.50,32.60,186.18,543.25,5.42,14
2016,9,0.40,237.90,160.20,43.90,37.00,192.58,506.50,6.93,11
2016,10,24.90,237.60,157.20,48.10,37.60,191.86,484.75,6.73,4
2016,11,26.80,239.90,158.50,50.20,30.60,192.68,503.50,7.73,7
2016,12,47.20,233.90,165.20,51.70,23.80,192.42,525.75,5.07,17
2016,13,17.40,234.20,162.80,54.70,25.30,192.80,528.75,4.67,22
2016,14,115.40,221.50,161.10,24.90,14.50,183.36,572.75,3.92,42
2016,15,81.20,214.90,161.80,27.30,8.70,182.38,600.25,4.37,36
2016,16,32.00,224.40,156.90,49.50,18.70,186.10,573.25,3.17,50
2016,17,14.40,223.30,159.70,53.60,19.90,187.54,567.00,3.87,30
2016,18,0.00,237.70,152.30,63.10,27.50,189.52,539.25,4.30,33
2016,19,2.60,235.30,153.70,50.00,26.60,187.82,562.50,5.57,49
2016,20,30.00,233.20,154.90,49.20,20.70,187.84,592.25,3.73,36
2016,21,2.50,242.70,148.10,63.90,31.90,190.26,508.75,4.33,34
2016,22,0.00,246.40,147.20,61.60,49.10,192.52,492.75,5.33,27
2016,23,2.30,246.50,149.90,50.00,46.20,191.60,533.25,4.73,53
2016,24,9.20,242.40,148.10,46.30,42.60,188.08,532.75,5.13,44
2016,25,1.90,249.10,141.80,63.60,60.30,190.00,463.75,5.17,25
2016,26,0.00,253.30,144.30,63.40,68.40,193.90,435.75,5.63,32
2016,27,0.00,250.10,139.60,63.60,87.10,193.72,405.75,6.13,27
2016,28,0.00,245.10,148.60,47.80,82.80,193.62,478.00,6.25,25
2016,29,0.70,251.40,140.10,64.90,68.90,191.66,478.91,6.75,10
2016,30,0.00,253.70,141.30,64.10,74.00,191.56,478.00,6.90,9
2016,31,0.00,253.60,141.40,63.10,85.70,193.66,443.00,10.25,4
2016,32,0.00,257.90,140.80,72.90,98.10,196.30,372.25,7.50,5
2016,33,0.00,258.90,143.70,67.20,86.60,192.32,415.25,6.53,3
2016,34,0.00,257.60,140.10,72.20,88.10,193.76,394.75,9.73,4
2016,35,0.00,260.10,151.80,66.40,95.40,196.80,401.75,9.27,5
2016,36,0.00,261.00,153.00,73.90,102.90,199.98,386.25,9.08,1
2016,37,0.00,265.20,152.70,73.30,95.70,198.02,464.00,10.50,0
2016,38,0.30,262.70,155.30,64.80,92.90,198.68,466.00,11.50,3
2016,39,0.00,261.80,147.30,65.40,96.50,195.46,449.00,14.25,0
2016,40,0.00,258.10,154.00,60.80,87.80,196.94,464.25,15.08,0
2016,41,0.00,262.70,157.20,71.00,102.60,202.70,377.00,11.27,0
2016,42,0.00,265.00,155.50,76.40,118.70,202.40,364.25,11.73,3
2016,43,0.00,264.50,162.90,59.60,102.20,202.92,403.50,9.63,4
2016,44,0.00,266.30,155.60,70.70,110.90,202.36,384.00,9.63,2
2016,45,0.00,264.90,160.70,72.00,119.40,205.36,375.75,13.57,1
2016,46,0.60,261.30,165.60,61.30,106.10,204.30,397.75,11.30,1
2016,47,0.00,256.80,160.00,57.80,93.80,200.74,423.00,10.07,1
2016,48,0.00,265.50,154.70,68.80,99.60,202.58,386.00,11.73,3
2016,49,0.00,264.50,161.00,66.50,104.00,203.42,413.75,12.12,0
2016,50,0.00,266.40,160.00,64.10,88.20,203.56,471.00,10.50,2
2016,51,0.50,253.50,167.20,34.60,79.90,201.46,478.00,9.00,1
2016,52,6.70,244.20,165.50,28.80,74.90,198.46,495.00,8.25,4
2016,53,8.20,255.00,168.40,45.30,83.70,203.44,472.75,9.40,0
2017,1,32.90,256.10,160.40,52.80,69.30,197.82,477.91,7.67,0
2017,2,3.00,242.10,160.00,47.50,59.00,194.20,476.25,8.73,0
2017,3,11.60,239.50,163.10,40.30,51.90,193.72,511.25,6.13,0
2017,4,28.80,235.50,160.90,44.60,42.80,191.18,550.50,6.73,0
2017,5,13.70,241.50,157.30,55.00,47.40,192.98,509.75,5.90,0
2017,6,75.60,228.50,163.00,39.10,43.20,189.56,578.75,5.17,0
2017,7,25.20,223.50,159.20,29.70,21.20,182.64,605.00,4.83,1
2017,8,78.90,220.70,156.80,45.30,19.10,182.76,610.25,4.57,0
2017,9,71.00,216.10,155.30,31.60,17.20,177.86,655.50,3.37,0
2017,10,93.50,221.10,157.80,36.10,18.10,181.96,627.25,6.07,1
2017,11,94.20,217.10,159.80,30.40,11.80,179.50,651.75,3.83,0
2017,12,89.80,216.10,158.50,36.90,15.40,180.44,644.50,3.47,0
2017,13,95.80,215.50,158.20,29.20,14.30,180.32,643.00,2.90,0
2017,14,48.00,221.70,159.40,49.70,19.50,184.40,589.75,3.34,0
2017,15,25.50,217.20,160.90,39.90,17.10,182.92,607.75,3.47,0
2017,16,23.70,225.00,161.30,59.60,26.10,187.44,583.50,3.90,0
2017,17,52.50,223.50,156.40,48.50,17.50,184.08,603.50,4.17,1
2017,18,0.70,219.40,157.20,40.40,20.50,183.70,587.00,3.97,1
2017,19,30.00,223.20,161.40,43.50,20.90,185.62,605.25,3.50,1
2017,20,23.70,228.70,157.00,61.10,22.20,186.74,580.75,3.83,0
2017,21,2.90,232.80,151.30,60.70,31.70,183.94,540.50,4.37,0
2017,22,41.20,218.90,156.40,45.90,18.90,180.86,602.50,3.67,1
2017,23,0.00,230.20,147.40,64.80,37.50,181.60,518.25,4.40,0
2017,24,3.40,226.40,150.30,51.20,35.30,180.86,545.75,4.43,1
2017,25,0.00,239.50,148.90,52.40,46.80,187.66,486.50,5.20,0
2017,26,0.00,238.80,152.80,37.40,53.60,188.44,478.75,5.32,0
2017,27,0.30,236.50,149.20,51.70,56.50,189.08,479.00,4.00,0
2017,28,0.00,243.50,145.20,55.60,78.00,193.84,366.00,4.40,1
2017,29,6.20,239.70,148.10,45.60,64.30,188.34,489.00,4.95,0
2017,30,0.00,246.40,144.70,62.40,76.90,194.04,429.00,5.85,1
2017,31,0.00,251.90,148.90,67.80,85.60,194.34,405.50,7.55,0
2017,32,0.00,256.00,146.90,72.60,82.30,194.44,384.00,9.50,0
2017,33,0.00,258.20,145.80,62.40,85.50,194.80,402.50,7.07,0
2017,34,1.40,258.10,153.60,66.80,98.30,198.06,396.75,7.37,0
2017,35,0.30,258.10,148.70,68.70,85.70,198.36,358.75,10.20,0
2017,36,0.00,255.40,151.10,68.20,91.62,196.78,372.75,12.63,0
2017,37,0.00,259.70,155.70,71.20,111.20,201.54,350.00,12.83,0
2017,38,0.00,261.90,155.70,70.30,108.70,200.52,371.50,9.27,0
2017,39,0.00,260.80,159.00,71.70,99.70,200.04,370.00,11.57,0
2017,40,0.00,263.40,158.40,76.20,119.10,201.82,359.75,16.07,0
2017,41,0.00,261.70,161.60,64.10,93.80,199.56,405.75,10.00,0
2017,42,0.00,258.50,162.60,64.50,102.90,199.98,410.75,15.67,0
2017,43,0.00,266.90,163.70,72.80,119.30,206.60,364.25,15.17,0
2017,44,0.00,262.40,156.10,65.00,102.50,201.00,400.50,12.07,0
2017,45,0.00,253.80,153.00,44.10,93.40,195.70,395.75,8.70,0
2017,46,0.00,255.80,151.30,61.30,92.60,197.16,390.25,15.20,0
2017,47,0.00,257.70,154.70,55.20,93.90,198.42,400.25,12.70,0
2017,48,0.00,257.90,155.00,57.90,89.80,198.66,411.00,13.32,0
2017,49,0.00,262.80,157.30,67.30,102.10,202.54,449.00,15.75,0
2017,50,0.00,258.90,158.70,56.90,89.40,201.04,458.00,14.00,0
2017,51,0.00,241.90,163.00,26.50,71.40,196.18,505.00,9.25,0
2017,52,1.60,258.40,165.10,48.80,75.20,201.98,489.91,12.25,1
2017,53,0.00,37.70,23.70,10.20,14.30,29.36,57.50,1.57,0
2018,1,0.00,219.00,141.80,43.60,81.40,172.96,358.50,11.67,0
2018,2,2.10,250.00,156.10,44.40,84.30,197.22,422.75,11.57,0
2018,3,1.30,256.30,162.00,49.10,83.30,202.10,405.50,13.50,0
2018,4,38.60,243.70,163.50,31.70,56.60,192.98,521.00,9.20,0
2018,5,38.70,232.20,156.00,33.90,47.30,189.56,519.00,9.67,1
2018,6,92.20,225.30,159.40,37.80,26.40,183.32,589.50,10.55,0
2018,7,67.00,212.70,150.00,29.00,16.70,172.90,625.75,3.30,0
2018,8,15.40,222.10,156.80,46.10,21.00,181.30,619.50,5.77,0
2018,9,57.30,223.60,156.50,51.50,20.70,182.78,602.00,4.27,0
2018,10,38.40,223.60,156.50,45.00,19.10,182.62,606.75,5.13,0
2018,11,15.60,228.90,158.60,54.20,24.60,188.10,577.00,4.43,1
2018,12,18.80,230.30,162.20,50.40,31.10,190.06,556.00,5.77,0
2018,13,118.90,219.90,159.00,29.80,20.10,182.14,615.75,3.23,0
2018,14,28.50,219.40,157.20,37.50,15.50,180.56,605.41,3.52,0
2018,15,72.00,215.40,152.80,36.80,15.20,175.32,621.75,2.50,0
2018,16,29.10,216.10,150.90,43.90,17.80,179.38,607.25,2.80,0
2018,17,8.50,219.40,153.60,48.00,20.70,181.62,590.75,3.33,0
2018,18,11.90,219.60,153.50,44.90,20.20,182.46,597.00,2.75,0
2018,19,69.00,212.20,153.20,21.10,13.50,177.54,629.25,3.53,0
2018,20,4.60,220.80,151.00,65.00,21.70,180.14,582.00,4.93,0
2018,21,16.50,220.80,151.90,45.70,21.20,180.22,587.00,3.83,0
2018,22,1.80,222.40,146.70,46.10,26.60,180.42,553.00,2.80,0
2018,23,9.60,226.80,142.40,41.90,27.70,177.88,577.25,3.80,0
2018,24,2.10,236.10,131.60,67.30,45.00,178.02,497.50,6.77,0
2018,25,1.30,231.80,138.00,43.30,40.40,178.72,519.25,5.40,0
2018,26,0.00,244.00,134.20,61.60,60.40,185.24,456.75,6.47,0
2018,27,1.80,240.60,143.00,46.80,59.80,187.20,532.00,6.00,0
2018,28,7.00,237.30,147.90,51.50,43.60,184.90,560.00,4.31,0
2018,29,0.00,249.90,133.60,64.40,75.80,187.32,489.00,5.25,0
2018,30,0.00,246.10,143.90,50.70,74.00,190.90,487.00,7.85,0
2018,31,0.00,250.80,141.80,58.90,67.90,188.46,476.41,7.20,0
2018,32,0.00,254.30,142.40,59.40,80.30,191.28,445.75,10.07,0
2018,33,0.00,256.30,136.30,60.70,80.80,190.84,434.50,14.07,0
2018,34,0.00,257.80,139.20,72.10,92.30,193.74,392.75,14.50,0
2018,35,0.00,259.00,147.50,63.10,82.00,194.86,420.75,13.17,0
2018,36,0.00,258.60,145.80,67.50,85.40,195.56,412.00,12.33,0
2018,37,0.00,262.70,143.20,71.30,98.10,195.98,378.75,14.57,0
2018,38,0.00,265.60,151.00,74.60,108.50,201.12,370.25,15.00,1
2018,39,0.00,262.60,149.50,69.20,95.10,198.12,385.50,14.53,0
2018,40,0.00,260.00,156.40,59.30,90.60,196.68,408.00,12.97,0
2018,41,0.00,263.60,146.30,71.30,98.90,198.44,375.50,15.37,0
2018,42,0.00,260.50,156.20,59.90,77.80,198.60,415.50,13.50,0
2018,43,0.00,266.50,152.20,72.10,100.90,201.12,386.00,11.67,0
2018,44,0.00,263.70,155.60,64.00,96.00,201.12,396.75,11.97,0
2018,45,0.40,261.60,155.30,58.60,91.00,201.10,398.75,11.57,0
2018,46,0.00,264.50,152.70,66.70,106.30,203.00,367.00,13.40,0
2018,47,0.50,262.10,158.60,61.70,109.80,205.02,382.00,13.73,1
2018,48,0.00,255.60,163.50,39.80,89.10,203.30,428.50,12.33,0
2018,49,36.00,245.40,158.70,31.10,40.30,194.26,506.00,7.25,0
2018,50,56.10,235.60,149.50,42.00,55.50,187.96,564.00,6.75,0
2018,51,21.20,236.90,151.50,51.70,46.00,189.86,522.00,10.50,1
2018,52,19.90,227.50,149.10,50.10,43.60,184.68,568.00,9.00,0
2018,53,0.00,69.40,42.50,18.10,16.50,54.96,153.00,3.35,0
2019,1,0.00,182.40,106.90,45.40,57.20,141.90,314.75,7.70,0
2019,2,8.20,240.00,151.30,32.10,57.00,190.12,508.50,5.30,1
2019,3,33.60,220.60,152.20,27.20,22.30,179.78,613.00,5.63,0
2019,4,17.30,235.70,152.70,55.40,38.80,187.92,526.75,6.83,0
2019,5,56.50,234.20,154.00,39.40,37.70,188.12,559.25,6.04,0
2019,6,48.20,222.30,160.90,38.60,22.70,185.48,606.50,6.47,0
2019,7,17.10,230.10,163.60,41.10,37.90,190.24,561.50,5.97,1
2019,8,90.90,220.60,162.10,35.70,18.00,183.76,625.75,4.60,0
2019,9,23.90,220.30,157.90,36.40,16.70,180.60,618.50,3.50,0
2019,10,48.30,217.20,156.60,34.50,18.50,180.12,619.75,5.10,0
2019,11,30.30,215.80,157.10,34.20,17.40,179.70,617.00,5.40,1
2019,12,63.10,224.10,159.20,44.90,16.30,183.74,619.50,6.63,0
2019,13,113.10,218.40,161.10,39.90,14.20,181.38,629.00,3.07,0
2019,14,116.90,214.70,161.00,28.00,13.90,180.40,620.25,5.41,1
2019,15,7.60,223.20,160.00,48.20,19.40,184.90,614.50,5.14,0
2019,16,84.00,215.50,157.00,31.10,9.40,179.50,640.25,3.77,1
2019,17,8.70,219.20,162.60,42.80,18.30,185.64,599.00,3.94,0
2019,18,49.50,216.80,156.80,45.60,15.80,180.16,618.75,4287.00,2
2019,19,27.90,218.80,158.60,43.50,22.00,182.94,591.75,4.63,0
2019,20,24.00,223.20,157.90,56.00,21.30,184.34,598.75,5.14,0
2019,21,61.50,219.10,157.30,48.90,18.70,184.31,587.66,6.94,2
2019,22,0.00,222.70,154.30,54.80,30.12,182.86,586.00,5.14,2
2019,23,0.00,231.74,149.60,61.01,57.55,184.69,548.66,4.03,0
2019,24,9.30,185.60,133.51,25.10,49.33,157.33,512.00,4.46,2
2019,25,0.00,233.14,159.20,55.61,57.55,187.11,526.91,4.89,2
2019,26,0.00,236.54,142.40,61.41,57.55,184.79,494.91,6.86,0
2019,27,0.00,238.64,146.60,54.61,57.55,187.15,548.91,4.89,0
2019,28,8.70,237.00,152.70,55.70,57.55,186.38,556.00,4.89,2
2019,29,0.00,172.38,107.40,38.72,41.11,135.97,359.82,3.60,0
2019,30,3.95,204.20,128.11,47.40,49.33,162.25,428.00,3.60,1
2019,31,0.00,250.10,148.00,63.90,57.55,191.76,482.25,9.60,1
2019,32,0.90,244.70,145.40,56.10,57.55,189.34,437.00,8.06,13
2019,33,0.00,254.30,147.60,68.90,57.55,194.88,419.00,8.92,16
2019,34,0.00,255.90,147.40,72.30,57.55,193.26,415.50,8.40,13
2019,35,0.00,252.80,151.70,71.10,57.55,195.76,377.00,10.63,7
2019,36,0.00,256.20,154.90,63.80,57.55,195.58,421.50,8.92,13
2019,37,0.00,257.80,154.00,70.20,57.55,197.34,384.75,12.52,6
2019,38,0.00,261.20,154.80,70.80,57.55,197.66,389.25,10.97,3
2019,39,0.00,260.60,161.60,66.10,57.55,199.04,426.00,11.49,2
2019,40,0.00,255.10,154.30,63.80,57.55,195.80,405.25,11.83,0
2019,41,0.00,259.00,153.30,66.60,57.55,197.40,402.50,13.55,2
2019,42,0.00,261.40,158.80,62.90,57.55,200.16,409.75,14.40,0
2019,43,0.00,261.70,159.00,56.90,57.55,198.20,442.00,10.80,0
2019,44,0.00,264.80,152.10,71.90,57.55,199.18,410.75,10.63,0
2019,45,0.00,263.80,161.50,65.60,57.55,206.94,405.25,12.18,0
2019,46,0.00,263.70,159.00,66.90,57.55,201.90,416.75,11.49,0
2019,47,0.00,260.00,163.00,58.30,57.55,201.76,424.00,10.80,0
2019,48,0.00,263.30,160.90,70.00,57.55,203.08,419.50,10.97,0
2019,49,0.00,263.50,162.40,70.60,57.55,202.82,485.00,13.12,0
2019,50,0.00,258.20,167.30,54.40,57.55,202.42,500.00,14.66,0
2019,51,0.00,261.60,163.60,59.00,57.55,205.48,455.00,13.89,0
2019,52,0.00,263.70,165.10,61.00,57.55,206.30,446.00,13.12,0
